satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1993,1,4,2,1,1,2,1,1,5,5,4,3,4,1,10,2
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1611,3,3,3,3,5,4,4,2,2,2,2,5,2,5,0,0
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,2151,1,4,2,1,3,2,2,3,3,2,4,4,4,3,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Business,1917,5,5,5,5,2,5,3,2,2,2,2,5,2,4,17,19
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,448,5,3,5,5,5,5,4,2,2,2,2,5,2,5,18,13
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,476,3,3,3,3,4,4,4,2,2,2,2,4,2,5,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco Plus,1844,1,4,2,1,1,2,1,1,1,1,3,5,1,1,4,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,407,5,5,5,5,2,5,5,2,2,2,2,5,2,4,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco Plus,1539,1,4,2,1,2,2,2,2,5,4,5,4,4,2,90,99
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,3377,1,4,2,2,5,2,1,5,3,2,5,5,2,5,1,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Business,1746,1,4,2,2,3,5,4,4,4,2,4,4,4,5,104,98
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,3075,1,4,2,2,3,2,3,3,5,5,3,5,4,3,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2605,2,2,2,2,5,3,4,2,2,2,2,4,2,3,0,0
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,2506,4,4,4,4,2,4,5,2,2,2,2,4,2,3,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1351,4,4,4,4,4,4,4,2,2,2,2,3,2,4,0,0
satisfied,,Loyal Customer,50,Personal Travel,Eco Plus,1324,5,5,5,5,5,4,5,2,2,2,2,5,2,3,10,0
satisfied,Female,Loyal Customer,48,Personal Travel,Business,1070,3,3,2,3,4,5,4,2,2,2,2,4,2,3,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2571,1,4,2,2,3,2,5,3,5,5,5,2,4,3,0,2
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1921,1,4,2,2,4,2,4,4,3,3,5,4,5,4,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2478,1,4,2,2,3,2,3,3,3,3,5,3,5,3,0,3
satisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,997,2,2,2,2,2,4,4,2,2,2,2,4,2,4,23,14
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,879,4,4,4,4,3,5,4,2,2,2,2,5,2,5,30,23
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,778,2,2,2,2,2,2,2,2,3,5,4,1,4,2,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1796,1,4,2,2,5,2,5,5,4,5,4,4,5,5,33,32
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,2350,1,4,2,2,3,2,3,3,4,3,5,4,5,3,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,569,1,1,1,1,4,4,5,2,2,2,2,3,2,4,0,0
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1747,1,4,2,2,4,2,4,4,5,4,5,4,5,4,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,449,4,5,4,4,5,4,4,2,2,2,2,4,2,5,13,10
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,482,2,2,2,2,3,5,4,2,2,2,2,5,2,3,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1441,1,4,2,2,5,2,5,5,5,2,4,4,4,5,10,9
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,4374,1,4,2,3,2,2,2,2,5,3,4,5,4,2,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,3088,2,2,2,2,2,5,4,2,2,2,2,5,2,1,0,0
dissatisfied,Female,Loyal Customer,59,Personal Travel,Eco,3598,1,4,2,3,2,1,1,5,2,3,5,1,3,1,180,169
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,3141,5,5,5,5,2,5,5,2,2,2,2,3,2,4,45,28
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,3112,1,4,2,3,2,2,2,2,4,4,4,3,3,2,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2593,5,5,5,5,1,5,1,2,2,2,2,3,2,1,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,1481,3,3,3,3,3,5,4,2,2,2,2,4,2,3,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2638,1,4,2,3,5,2,5,5,2,4,2,1,3,5,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2696,1,4,2,3,4,2,4,4,5,4,3,4,4,4,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Business,2698,1,4,2,3,2,2,2,2,1,2,3,3,3,2,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco Plus,1231,5,5,5,5,5,4,4,2,2,2,2,5,2,4,3,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco Plus,2418,1,4,2,3,3,2,3,3,3,4,5,3,5,3,16,6
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2886,1,4,2,3,4,2,1,4,4,3,4,2,4,4,63,59
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,1058,2,2,2,2,5,5,5,2,2,2,2,4,2,3,61,51
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2192,1,4,2,3,4,2,4,4,5,3,5,3,3,4,0,0
dissatisfied,Female,Loyal Customer,39,Personal Travel,Eco,2727,1,4,2,3,2,1,5,5,2,4,5,5,4,5,168,163
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2266,1,4,2,3,5,2,5,5,2,3,4,4,3,5,35,47
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco Plus,2217,1,4,2,3,2,2,2,2,4,3,4,2,3,2,67,51
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2156,1,4,2,3,3,2,3,3,3,3,5,5,5,3,11,5
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2525,1,4,2,3,2,2,2,2,1,2,3,4,3,2,7,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2319,1,4,2,3,2,2,2,2,3,3,4,3,5,2,62,36
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2406,4,4,2,4,3,4,4,2,2,2,2,3,2,4,1,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,918,3,3,3,3,2,2,2,2,4,4,5,5,4,2,1,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2354,5,5,5,5,2,5,5,2,2,2,2,4,2,5,1,21
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2017,3,3,3,3,2,5,4,2,2,2,2,3,2,3,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2215,2,2,2,2,2,2,2,2,4,4,4,3,4,2,0,8
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2262,1,4,2,3,5,2,5,5,3,2,5,3,4,5,27,15
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2067,1,1,1,1,5,4,2,2,2,2,2,3,2,2,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Business,1960,4,4,2,4,3,5,4,2,2,2,2,3,2,4,0,0
satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1841,2,2,2,2,4,5,5,2,2,2,2,3,2,5,8,12
dissatisfied,Female,Loyal Customer,33,Personal Travel,Eco Plus,2355,1,4,2,3,2,5,2,5,2,4,4,2,4,2,355,342
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1584,1,4,2,3,5,2,5,5,2,1,1,5,1,5,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2119,1,1,1,1,2,2,2,2,5,3,2,1,2,2,17,28
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2051,2,3,3,3,2,1,1,2,2,2,2,1,2,2,12,12
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2097,1,1,1,1,2,5,4,2,2,2,2,3,2,4,24,28
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,539,3,3,3,3,2,2,2,2,3,4,5,4,4,2,0,1
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1580,1,1,1,1,4,5,5,2,2,2,2,3,2,5,0,0
dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2044,1,4,2,3,1,2,1,1,3,5,3,3,2,1,3,2
satisfied,Female,Loyal Customer,65,Personal Travel,Eco Plus,454,4,4,4,4,4,5,5,2,2,2,2,3,2,3,0,0
satisfied,Female,Loyal Customer,38,Personal Travel,Business,428,4,4,4,4,4,4,4,2,2,2,2,5,2,5,21,13
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,402,2,4,4,4,4,2,4,2,2,2,2,5,2,1,8,0
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1673,1,4,2,3,5,2,5,5,1,1,4,2,4,5,6,15
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1583,3,3,3,3,2,2,2,2,5,3,3,3,5,2,6,9
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco Plus,1698,1,4,2,3,5,2,5,5,4,4,5,3,5,5,62,57
satisfied,Female,Loyal Customer,50,Personal Travel,Business,375,1,1,1,1,2,5,5,2,2,2,2,4,2,3,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1955,1,4,2,3,1,2,1,1,5,5,5,3,4,1,20,24
dissatisfied,Male,Loyal Customer,54,Personal Travel,Business,2615,1,4,2,4,2,3,5,3,5,5,5,5,5,5,0,0
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,3588,1,4,2,4,1,2,1,1,4,3,4,4,1,1,0,0
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2521,1,4,2,4,4,2,4,4,4,4,5,3,5,4,1,9
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,3354,4,4,4,4,3,4,5,2,2,2,2,5,2,5,25,28
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2267,1,4,2,4,4,2,4,4,4,1,3,3,4,4,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco Plus,2209,1,1,1,1,5,5,5,2,2,2,2,4,2,5,22,10
satisfied,Female,Loyal Customer,65,Personal Travel,Business,1154,2,2,5,2,5,4,5,2,2,2,2,3,2,5,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2720,5,5,5,5,4,4,5,2,2,2,2,5,2,3,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2306,1,4,2,4,5,2,4,5,5,3,5,3,4,5,28,44
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco Plus,2052,1,4,2,4,4,2,4,4,5,5,5,4,5,4,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2629,1,4,2,4,4,2,4,4,3,5,3,2,1,4,3,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco Plus,1849,1,4,2,4,3,2,3,3,5,2,4,5,4,3,13,6
dissatisfied,Male,Loyal Customer,25,Personal Travel,Business,2811,1,4,2,4,2,2,4,2,5,4,4,3,4,2,36,24
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2248,1,4,2,4,5,2,4,5,4,2,4,3,5,5,62,83
satisfied,Female,Loyal Customer,8,Personal Travel,Eco Plus,2131,1,1,1,1,4,2,4,2,2,2,2,2,2,4,14,3
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco Plus,2630,1,4,2,4,1,2,1,1,4,2,4,4,5,1,1,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2264,3,3,3,3,2,4,5,2,2,2,2,3,2,5,2,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2483,1,4,2,4,5,2,5,5,3,3,4,5,4,5,10,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,907,5,5,5,5,5,4,5,2,2,2,2,3,2,5,13,1
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,836,4,4,4,4,5,5,4,2,2,2,2,3,2,3,0,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,2039,1,1,1,1,2,5,4,2,2,2,2,4,2,3,1,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2044,2,2,2,2,2,4,5,2,2,2,2,4,2,5,0,14
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1985,1,4,2,4,3,2,3,3,5,4,5,4,4,3,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1973,1,4,2,4,5,2,5,5,3,2,3,2,1,5,5,8
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2258,5,5,5,5,2,2,2,2,3,5,3,4,1,2,0,0
satisfied,Female,Loyal Customer,59,,Eco,690,3,3,3,3,5,5,4,2,2,2,2,4,2,4,10,8
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco Plus,1938,1,4,2,4,5,2,3,5,5,2,5,2,4,5,31,16
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2161,1,4,2,4,4,2,3,4,2,1,4,3,4,4,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,592,2,2,2,2,3,2,3,2,2,2,2,2,2,4,2,15
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,472,2,2,2,2,3,4,4,2,2,2,2,3,2,5,10,1
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1542,1,4,2,4,3,2,3,3,3,5,2,3,1,3,5,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1511,1,1,1,1,2,2,2,2,4,2,4,3,4,2,1,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1580,1,4,2,4,4,2,4,4,4,4,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1893,1,4,2,4,4,2,4,4,1,3,3,2,4,4,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1567,1,4,2,4,2,2,4,2,2,1,4,3,5,2,0,21
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1705,2,2,2,2,5,4,5,2,2,2,2,5,2,3,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1804,2,2,5,2,2,2,2,2,4,1,1,2,5,2,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2007,1,4,2,4,1,2,1,1,3,3,5,5,4,1,27,35
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1938,1,4,2,4,2,2,1,2,4,5,5,4,5,2,9,8
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,3521,1,4,2,5,4,2,4,4,5,5,5,4,4,4,85,62
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,3066,1,4,2,5,3,2,3,3,5,2,4,5,4,3,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1120,2,1,1,1,1,5,4,2,2,2,2,2,2,3,0,0
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,2222,2,2,5,2,4,5,5,2,2,2,2,4,2,4,26,8
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,2058,1,4,2,5,5,2,5,5,3,4,5,3,5,5,0,0
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1847,1,4,2,5,4,2,4,4,4,4,4,4,4,4,24,47
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2083,2,2,2,2,4,4,5,2,2,2,2,4,2,4,23,21
dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2583,1,4,2,5,4,2,4,4,4,2,5,4,4,4,46,32
dissatisfied,Female,Loyal Customer,47,Personal Travel,Eco,2520,1,4,2,5,2,4,4,3,5,4,5,4,3,4,7,137
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco Plus,2314,1,4,2,5,3,2,3,3,4,5,4,4,5,3,4,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,420,2,5,5,5,5,3,3,2,2,2,2,2,2,4,22,14
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2141,1,1,1,1,4,5,5,2,2,2,2,3,2,3,11,14
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco Plus,1405,1,4,3,1,3,3,3,3,5,5,4,4,4,3,0,27
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,539,2,2,2,2,2,4,5,2,2,2,2,3,2,4,0,10
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,570,3,3,3,3,5,5,4,2,2,2,2,4,2,5,26,70
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1812,1,4,3,1,1,3,1,1,3,3,5,4,4,1,17,4
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1426,1,4,3,1,5,3,5,5,4,5,1,2,1,5,0,5
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2020,1,4,3,1,2,3,3,2,3,4,5,4,5,2,9,16
satisfied,Female,Loyal Customer,44,Personal Travel,Eco Plus,583,3,3,3,3,5,4,5,2,2,2,2,3,2,3,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,474,2,2,2,2,4,4,4,2,2,2,2,3,2,3,0,0
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2409,1,4,3,3,3,3,3,3,2,1,3,3,4,3,0,7
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1689,1,4,3,3,3,3,3,3,1,4,1,5,2,3,20,17
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,443,1,1,1,1,2,2,2,2,5,3,4,4,4,2,0,3
satisfied,Female,Loyal Customer,68,Personal Travel,Eco Plus,465,3,3,5,3,4,5,4,2,2,2,2,3,2,3,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2004,1,4,3,3,4,3,4,4,5,4,4,4,5,4,0,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,381,1,1,5,1,4,5,5,2,2,2,2,4,2,5,0,11
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,362,3,2,3,3,2,2,2,2,4,3,2,5,3,2,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Business,350,1,4,3,3,4,3,3,2,2,3,2,1,2,3,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco Plus,1781,1,4,3,3,5,3,5,5,1,2,4,4,4,5,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco Plus,356,2,4,4,4,1,4,4,2,2,2,2,3,2,4,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco Plus,1656,1,4,3,3,3,3,3,3,4,3,4,4,5,3,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1758,2,1,1,1,5,2,5,2,2,2,2,4,2,3,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1505,2,5,5,5,4,1,1,2,2,2,2,5,2,1,103,98
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1379,1,4,3,4,5,3,4,5,5,2,2,5,2,5,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,424,4,4,2,4,4,1,2,2,2,2,2,5,2,2,22,9
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1037,1,4,3,4,4,3,4,4,3,5,4,3,4,4,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2166,1,4,3,4,2,3,2,2,5,5,4,5,4,2,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1345,4,4,4,4,3,4,5,2,2,2,2,4,2,3,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2217,1,4,3,5,5,3,5,5,3,4,4,4,5,5,12,11
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco Plus,1847,1,4,3,5,3,3,3,3,4,4,5,3,5,3,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1981,4,4,4,4,2,2,2,2,3,3,5,4,5,2,0,2
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2080,1,4,3,5,4,3,4,4,5,3,4,4,4,4,2,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,556,3,3,3,3,2,2,2,2,4,4,4,4,5,2,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1452,2,1,1,1,5,2,4,2,2,2,2,3,2,1,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2064,1,4,4,1,2,4,2,2,5,5,4,5,4,2,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2099,1,4,4,1,2,4,2,2,5,5,1,3,1,2,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1607,1,4,4,1,3,4,3,3,5,3,4,4,5,3,54,46
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1632,1,1,1,1,2,2,2,2,5,1,4,3,5,2,42,38
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,566,1,1,1,1,4,5,4,2,2,2,2,4,2,5,3,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,2419,1,4,4,2,1,4,5,1,4,5,5,3,5,1,1,0
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1831,1,4,4,2,3,4,3,3,2,2,3,1,1,3,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1563,1,4,4,2,3,4,3,3,4,5,4,5,4,3,0,6
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1348,1,4,4,2,1,4,1,1,1,1,3,4,5,1,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1695,1,4,4,2,1,4,1,1,5,3,2,5,4,1,32,30
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,569,2,2,2,2,2,2,2,2,2,5,3,5,1,2,0,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2014,1,4,4,3,4,4,1,4,2,5,4,2,4,4,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2114,1,4,4,3,1,4,1,1,3,3,1,2,1,1,6,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1528,1,4,4,3,3,4,3,3,3,3,4,2,4,3,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1127,1,4,4,3,3,4,3,3,5,5,4,3,5,3,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1463,1,4,4,3,5,4,5,5,3,3,5,4,4,5,0,10
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1475,1,4,4,3,3,4,3,3,5,5,5,4,4,3,34,30
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1360,1,4,4,3,5,4,5,5,4,5,5,3,4,5,91,92
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1392,1,4,4,3,5,4,5,5,3,5,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco Plus,1965,1,4,4,3,3,4,1,3,5,5,4,3,5,3,34,25
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,540,4,4,4,4,5,3,2,2,2,2,2,5,2,4,0,8
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,472,4,4,3,4,3,4,4,2,2,2,2,3,2,3,2,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2088,1,4,4,4,2,4,3,2,1,2,2,1,1,2,0,8
satisfied,Female,Loyal Customer,24,Personal Travel,Eco Plus,1814,3,3,3,3,5,5,5,2,2,2,2,5,2,4,0,0
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,286,3,3,3,3,2,5,5,2,2,2,2,3,2,5,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco Plus,1365,1,4,4,5,3,4,3,3,4,3,5,4,5,3,16,17
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1262,1,4,4,5,1,4,1,1,3,4,4,4,5,1,15,18
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,409,1,1,1,1,2,1,4,2,2,2,2,4,2,5,14,18
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2210,1,4,5,1,3,5,5,3,4,5,4,3,4,3,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1872,5,5,5,5,2,2,2,2,5,2,4,3,4,2,29,20
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,2205,4,4,4,4,3,4,4,2,2,2,2,5,2,4,0,8
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2425,3,5,3,3,2,4,4,2,2,2,2,3,2,4,48,35
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1540,1,4,5,2,1,5,1,1,3,2,5,3,5,1,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1968,1,4,5,2,2,5,2,2,4,3,5,4,5,2,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1542,1,4,5,2,3,5,3,3,3,2,5,4,5,3,19,17
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1809,1,4,5,2,3,5,3,3,5,5,5,5,5,3,2,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1529,1,4,5,2,1,5,1,1,3,5,4,5,4,1,4,2
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,393,2,4,4,4,2,2,2,2,2,4,4,1,2,2,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1789,2,2,2,2,2,2,2,2,2,2,1,5,2,2,0,19
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,344,2,2,2,2,5,4,5,2,2,2,2,5,2,4,72,70
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,331,3,3,3,3,4,5,4,2,2,2,2,3,2,4,0,0
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1658,2,2,2,2,3,4,4,2,2,2,2,3,2,3,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1462,5,5,4,5,4,5,4,2,2,2,2,3,2,5,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1754,1,4,5,3,1,5,1,1,5,4,4,3,5,1,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2310,1,1,1,1,1,1,5,2,2,2,2,4,2,1,53,53
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,460,1,1,1,1,5,5,5,2,2,2,2,3,2,4,69,54
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,460,3,3,4,3,1,4,5,2,2,2,2,5,2,3,5,8
dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2324,1,4,5,3,3,5,3,3,2,4,3,3,4,3,11,6
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2159,1,4,5,3,2,5,2,2,3,5,4,3,4,2,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1504,1,4,5,3,5,5,5,5,4,2,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1805,1,4,5,3,2,5,2,2,4,3,5,3,5,2,3,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1586,1,4,5,3,4,5,4,4,3,5,5,3,5,4,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1161,1,4,5,3,2,5,2,2,3,4,4,3,4,2,0,0
